Drug_name	DrugBank_ID	CHEMBL_ID	Gene_name	UniProt	Source	EntrezID
amitriptyline	DB00321	CHEMBL629	SLC6A4	P31645	CHEMBL,TTD,IUPHAR,BindingDB	6532
amlexanox	DB01025	CHEMBL1096	ABCC4	MRP4_HUMAN	TTD	10257
amlexanox	DB01025	CHEMBL1096	GPR35	Q9HC97	CHEMBL,TTD	2859
amlexanox	DB01025	CHEMBL1096	IKBKE	Q14164	CHEMBL,IUPHAR	9641
amlexanox	DB01025	CHEMBL1096	TBK1	Q9UHD2	CHEMBL,TTD,IUPHAR	29110
amlodipine	DB00381	CHEMBL1491	ADRA1A	P35348	CHEMBL,TTD	148
amlodipine	DB00381	CHEMBL1491	ADRA1B	P35368	CHEMBL,TTD	147
amlodipine	DB00381	CHEMBL1491	ADRA1D	P25100	CHEMBL,TTD	146
amlodipine	DB00381	CHEMBL1491	ADRA2A	P08913	CHEMBL	150
amlodipine	DB00381	CHEMBL1491	ADRA2C	P18825	CHEMBL	152
amlodipine	DB00381	CHEMBL1491	CACNA1C	CAC1C_HUMAN	TTD	775
amlodipine	DB00381	CHEMBL1491	CACNA1D	Q01668	IUPHAR	776
amlodipine	DB00381	CHEMBL1491	CACNB2	Q9MZL5	BindingDB	783
amlodipine	DB00381	CHEMBL1491	HTR6	P50406	CHEMBL	3362
amlodipine	DB00381	CHEMBL1491	KCNK2	O95069	CHEMBL	3776
amlodipine	DB00381	CHEMBL1491	SLC6A3	Q01959	CHEMBL	6531
amodiaquine	DB00613	CHEMBL682	APP	P05067	CHEMBL,TTD,BindingDB	351
amodiaquine	DB00613	CHEMBL682	CYP2D6	CP2D6_HUMAN	TTD	1565
amodiaquine	DB00613	CHEMBL682	HNMT	P50135	BindingDB	3176
amodiaquine	DB00613	CHEMBL682	KCNH2	O08703	BindingDB	3757
amoxapine	DB00543	CHEMBL1113	ADRA1D	P25100	CHEMBL	146
amoxapine	DB00543	CHEMBL1113	ADRA2A	P08913	CHEMBL	150
amoxapine	DB00543	CHEMBL1113	ADRA2B	P18089	CHEMBL	151
amoxapine	DB00543	CHEMBL1113	ADRA2C	P18825	CHEMBL	152
amoxapine	DB00543	CHEMBL1113	CHRM1	P11229	CHEMBL	1128
amoxapine	DB00543	CHEMBL1113	CHRM2	P08172	CHEMBL	1129
amoxapine	DB00543	CHEMBL1113	CHRM3	P20309	CHEMBL	1131
amoxapine	DB00543	CHEMBL1113	CHRM4	P08173	CHEMBL	1132
amoxapine	DB00543	CHEMBL1113	CHRM5	P08912	CHEMBL	1133
amoxapine	DB00543	CHEMBL1113	CYP2D6	P10635	CHEMBL	1565
amoxapine	DB00543	CHEMBL1113	DRD1	P21728	CHEMBL	1812
amoxapine	DB00543	CHEMBL1113	DRD2	P14416	CHEMBL	1813
amoxapine	DB00543	CHEMBL1113	DRD3	P35462	CHEMBL	1814
amoxapine	DB00543	CHEMBL1113	DRD4	P21917	CHEMBL,TTD	1815
amoxapine	DB00543	CHEMBL1113	HRH1	P35367	CHEMBL	3269
amoxapine	DB00543	CHEMBL1113	HRH4	Q91ZY3	BindingDB	59340
amoxapine	DB00543	CHEMBL1113	HTR1A	P08908	CHEMBL,TTD	3350
amoxapine	DB00543	CHEMBL1113	HTR2A	P28223	CHEMBL,TTD	3356
amoxapine	DB00543	CHEMBL1113	HTR2B	P41595	CHEMBL	3357
amoxapine	DB00543	CHEMBL1113	HTR2C	P28335	CHEMBL	3358
amoxapine	DB00543	CHEMBL1113	HTR6	P50406	CHEMBL,IUPHAR,BindingDB	3362
amoxapine	DB00543	CHEMBL1113	HTR7	P34969	CHEMBL,TTD,BindingDB	3363
amoxapine	DB00543	CHEMBL1113	SLC6A2	P23975	CHEMBL,IUPHAR	6530
amoxapine	DB00543	CHEMBL1113	SLC6A3	P23977	BindingDB	6531
amoxapine	DB00543	CHEMBL1113	SLC6A4	P31645	CHEMBL,IUPHAR,BindingDB	6532
amphetamine	DB00182	CHEMBL405	CYP2A6	CP2A6_HUMAN	TTD,BindingDB	1548
amphetamine	DB00182	CHEMBL405	SLC6A3	P23977	BindingDB	6531
amprenavir	DB00701	CHEMBL116	CYP3A4	P08684	CHEMBL,TTD	1576
amprenavir	DB00701	CHEMBL116	TBXAS1	P24557	CHEMBL	6916
amsacrine	DB00276	CHEMBL43	ABCC4	MRP4_HUMAN	TTD,BindingDB	10257
amsacrine	DB00276	CHEMBL43	AOX1	AOXA_HUMAN	TTD,BindingDB	316
amsacrine	DB00276	CHEMBL43	CYP2D6	CP2D6_HUMAN	TTD	1565
amsacrine	DB00276	CHEMBL43	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
amsacrine	DB00276	CHEMBL43	SLC22A1	O15245	CHEMBL	6580
amsacrine	DB00276	CHEMBL43	TOP2A	P11388	CHEMBL,TTD	7153
amsacrine	DB00276	CHEMBL43	TOP2B	Q02880	CHEMBL,TTD,BindingDB	7155
anagrelide	DB00261	CHEMBL760	P2RY12	Q9H244	BindingDB	64805
anagrelide	DB00261	CHEMBL760	PDE3A	Q14432	CHEMBL,IUPHAR	5139
anastrozole	DB01217	CHEMBL1399	CYP19A1	P11511	CHEMBL,TTD,IUPHAR,BindingDB	1588
angiotensin ii	DB11842	CHEMBL408403	AGTR1	P30556	CHEMBL,TTD,IUPHAR	185
angiotensin ii	DB11842	CHEMBL408403	AGTR2	P50052	CHEMBL,TTD,IUPHAR	186
anifrolumab	DB11976	CHEMBL2364653	IFNAR1	P17181	IUPHAR	3454
anthralin	DB11157	CHEMBL46469	HPN	P05981	CHEMBL	3249
anthralin	DB11157	CHEMBL46469	SIRT5	Q9NXA8	CHEMBL	23408
apalutamide	DB11901	CHEMBL3183409	AR	P10275	CHEMBL,IUPHAR	367
apixaban	DB06605	CHEMBL231779	F10	P00742	CHEMBL,TTD,IUPHAR,BindingDB	2159
apixaban	DB06605	CHEMBL231779	F2	P00734	CHEMBL,TTD	2147
apomorphine	DB00714	CHEMBL53	ADRA1A	P35348	BindingDB	148
apomorphine	DB00714	CHEMBL53	ADRA2A	P08913	IUPHAR	150
apomorphine	DB00714	CHEMBL53	ADRA2B	P18089	IUPHAR	151
apomorphine	DB00714	CHEMBL53	ADRA2C	P18825	IUPHAR	152
apomorphine	DB00714	CHEMBL53	DRD1	P21728	CHEMBL,TTD,IUPHAR	1812
apomorphine	DB00714	CHEMBL53	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
apomorphine	DB00714	CHEMBL53	DRD3	P35462	CHEMBL,TTD,IUPHAR	1814
apomorphine	DB00714	CHEMBL53	DRD4	P21917	CHEMBL,TTD,IUPHAR	1815
apomorphine	DB00714	CHEMBL53	DRD5	P21918	CHEMBL,IUPHAR	1816
apomorphine	DB00714	CHEMBL53	HTR1A	P08908	CHEMBL,TTD,IUPHAR	3350
apomorphine	DB00714	CHEMBL53	HTR1B	Q9N2B7	BindingDB	3351
apomorphine	DB00714	CHEMBL53	HTR1D	Q61224	BindingDB	3352
apomorphine	DB00714	CHEMBL53	HTR2A	P28223	CHEMBL,IUPHAR	3356
apomorphine	DB00714	CHEMBL53	HTR2B	P41595	IUPHAR,BindingDB	3357
apomorphine	DB00714	CHEMBL53	HTR2C	P28335	IUPHAR,BindingDB	3358
apomorphine	DB00714	CHEMBL53	KCNH2	O08703	BindingDB	3757
apomorphine	DB00714	CHEMBL53	MCL1	Q07820	BindingDB	4170
apomorphine	DB00714	CHEMBL53	MDM2	Q00987	CHEMBL,TTD,BindingDB	4193
apomorphine	DB00714	CHEMBL53	RUNX1	Q01196	BindingDB	861
apomorphine	DB00714	CHEMBL53	SIGMAR1	SGMR1_HUMAN	TTD	10280
apomorphine	DB00714	CHEMBL53	TRPA1	O75762	IUPHAR	8989
apraclonidine	DB00964	CHEMBL647	ADRA1A	P35348	CHEMBL	148
apraclonidine	DB00964	CHEMBL647	ADRA2A	P08913	CHEMBL,TTD,IUPHAR	150
apraclonidine	DB00964	CHEMBL647	ADRA2C	P18825	CHEMBL,TTD,IUPHAR	152
apremilast	DB05676	CHEMBL514800	CYP2C9	CP2C9_HUMAN	TTD	1559
apremilast	DB05676	CHEMBL514800	CYP2D6	CP2D6_HUMAN	TTD	1565
apremilast	DB05676	CHEMBL514800	CYP3A4	CP3A4_HUMAN	TTD	1576
apremilast	DB05676	CHEMBL514800	PDE4A	P27815	CHEMBL,IUPHAR	5141
apremilast	DB05676	CHEMBL514800	PDE4B	Q07343	CHEMBL,TTD,IUPHAR	5142
apremilast	DB05676	CHEMBL514800	PDE4C	Q08493	IUPHAR	5143
apremilast	DB05676	CHEMBL514800	PDE4D	Q08499	CHEMBL,TTD,IUPHAR	5144
aprepitant	DB00673	CHEMBL1471	CYP3A4	CP3A4_HUMAN	TTD	1576
aprepitant	DB00673	CHEMBL1471	TACR1	P25103	CHEMBL,TTD,IUPHAR,BindingDB	6869
aprepitant	DB00673	CHEMBL1471	TACR3	P29371	CHEMBL,TTD	6870
aprotinin	DB06692	CHEMBL1201619	PLG	P00747	IUPHAR	5340
arformoterol	DB01274	CHEMBL1363	ADRB1	P08588	IUPHAR,BindingDB	153
arformoterol	DB01274	CHEMBL1363	ADRB2	ADRB2_HUMAN	TTD,IUPHAR,BindingDB	154
arformoterol	DB01274	CHEMBL1363	ADRB3	O02662	BindingDB	155
argatroban	DB00278	CHEMBL1166	F2	P00734	CHEMBL,TTD,IUPHAR	2147
argatroban	DB00278	CHEMBL1166	PRSS1	P07477	CHEMBL	5644
arginine	DB00125	CHEMBL1485	NOS2	P35228	CHEMBL	4843
aripiprazole	DB01238	CHEMBL1112	AANAT	Q64666	BindingDB	15
aripiprazole	DB01238	CHEMBL1112	ABCB1	P08183	CHEMBL,TTD	5243
aripiprazole	DB01238	CHEMBL1112	ADRA1A	P35348	CHEMBL,TTD,BindingDB	148
aripiprazole	DB01238	CHEMBL1112	ADRA1B	ADA1B_HUMAN	TTD	147
aripiprazole	DB01238	CHEMBL1112	ADRA2A	ADA2A_HUMAN	TTD	150
aripiprazole	DB01238	CHEMBL1112	ADRA2B	ADA2B_HUMAN	TTD	151
aripiprazole	DB01238	CHEMBL1112	ADRA2C	ADA2C_HUMAN	TTD	152
aripiprazole	DB01238	CHEMBL1112	ADRB1	P08588	BindingDB	153
aripiprazole	DB01238	CHEMBL1112	ADRB2	P07550	BindingDB	154
aripiprazole	DB01238	CHEMBL1112	CHRM1	ACM1_HUMAN	TTD	1128
aripiprazole	DB01238	CHEMBL1112	CHRM2	ACM2_HUMAN	TTD	1129
aripiprazole	DB01238	CHEMBL1112	CHRM3	ACM3_HUMAN	TTD,BindingDB	1131
aripiprazole	DB01238	CHEMBL1112	CHRM4	ACM4_HUMAN	TTD	1132
aripiprazole	DB01238	CHEMBL1112	CHRM5	ACM5_HUMAN	TTD,BindingDB	1133
aripiprazole	DB01238	CHEMBL1112	DRD1	P21728	CHEMBL,TTD	1812
aripiprazole	DB01238	CHEMBL1112	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
aripiprazole	DB01238	CHEMBL1112	DRD3	P35462	CHEMBL,TTD	1814
aripiprazole	DB01238	CHEMBL1112	DRD4	P21917	CHEMBL,TTD	1815
aripiprazole	DB01238	CHEMBL1112	DRD5	P21918	CHEMBL,TTD	1816
aripiprazole	DB01238	CHEMBL1112	H1-0	P07305	CHEMBL,BindingDB	3005
aripiprazole	DB01238	CHEMBL1112	HRH1	P35367	CHEMBL,TTD,IUPHAR,BindingDB	3269
aripiprazole	DB01238	CHEMBL1112	HRH3	Q9Y5N1	CHEMBL	11255
aripiprazole	DB01238	CHEMBL1112	HTR1A	P08908	CHEMBL,TTD,IUPHAR	3350
aripiprazole	DB01238	CHEMBL1112	HTR1B	5HT1B_HUMAN	TTD,IUPHAR,BindingDB	3351
aripiprazole	DB01238	CHEMBL1112	HTR1D	5HT1D_HUMAN	TTD,IUPHAR,BindingDB	3352
aripiprazole	DB01238	CHEMBL1112	HTR1E	5HT1E_HUMAN	TTD	3354
aripiprazole	DB01238	CHEMBL1112	HTR2A	P28223	CHEMBL,TTD,IUPHAR	3356
aripiprazole	DB01238	CHEMBL1112	HTR2B	P41595	CHEMBL,TTD,BindingDB	3357
aripiprazole	DB01238	CHEMBL1112	HTR2C	P28335	CHEMBL,TTD,IUPHAR,BindingDB	3358
aripiprazole	DB01238	CHEMBL1112	HTR3A	5HT3A_HUMAN	TTD	3359
aripiprazole	DB01238	CHEMBL1112	HTR5A	5HT5A_HUMAN	TTD	3361
aripiprazole	DB01238	CHEMBL1112	HTR6	P50406	CHEMBL,TTD,BindingDB	3362
aripiprazole	DB01238	CHEMBL1112	HTR7	P34969	CHEMBL,TTD,BindingDB	3363
aripiprazole	DB01238	CHEMBL1112	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
aripiprazole	DB01238	CHEMBL1112	SLC6A3	P23977	BindingDB	6531
aripiprazole	DB01238	CHEMBL1112	SLC6A4	P31645	CHEMBL,TTD,BindingDB	6532
armodafinil	DB06413	CHEMBL1201192	DRD2	P14416	CHEMBL,TTD	1813
armodafinil	DB06413	CHEMBL1201192	SLC6A3	Q01959	CHEMBL,TTD	6531
artemisinin	DB13132	CHEMBL567597	CYP1A2	P05177	CHEMBL	1544
asenapine	DB06216	CHEMBL3187365	AANAT	Q64666	BindingDB	15
asenapine	DB06216	CHEMBL3187365	ADRA1A	P35348	BindingDB	148
asenapine	DB06216	CHEMBL3187365	ADRB1	P08588	BindingDB	153
asenapine	DB06216	CHEMBL3187365	ADRB2	P07550	BindingDB	154
asenapine	DB06216	CHEMBL3187365	DRD2	P14416	IUPHAR	1813
asenapine	DB06216	CHEMBL3187365	HRH1	P35367	IUPHAR,BindingDB	3269
asenapine	DB06216	CHEMBL3187365	HTR1A	P08908	IUPHAR	3350
asenapine	DB06216	CHEMBL3187365	HTR1B	P28222	IUPHAR,BindingDB	3351
asenapine	DB06216	CHEMBL3187365	HTR1D	P28221	IUPHAR,BindingDB	3352
asenapine	DB06216	CHEMBL3187365	HTR1E	P28566	IUPHAR	3354
asenapine	DB06216	CHEMBL3187365	HTR2A	P28223	IUPHAR	3356
asenapine	DB06216	CHEMBL3187365	HTR2C	P28335	BindingDB	3358
asenapine	DB06216	CHEMBL3187365	HTR6	P50406	CHEMBL	3362
asenapine	DB06216	CHEMBL3187365	SLC6A4	P31652	BindingDB	6532
asenapine	DB06216	CHEMBL3187365	TAC1	P20366	BindingDB	6863
astemizole	DB00637	CHEMBL296419	ADRA1D	P25100	CHEMBL	146
astemizole	DB00637	CHEMBL296419	ADRA2A	P08913	CHEMBL	150
astemizole	DB00637	CHEMBL296419	ADRA2B	P18089	CHEMBL	151
astemizole	DB00637	CHEMBL296419	ADRA2C	P18825	CHEMBL	152
astemizole	DB00637	CHEMBL296419	ADRB3	P13945	CHEMBL	155
astemizole	DB00637	CHEMBL296419	CACNA1C	P22002	BindingDB	775
astemizole	DB00637	CHEMBL296419	CHRM1	P11229	CHEMBL	1128
astemizole	DB00637	CHEMBL296419	CHRM2	P08172	CHEMBL	1129
astemizole	DB00637	CHEMBL296419	CHRM3	P20309	CHEMBL	1131
astemizole	DB00637	CHEMBL296419	CHRM4	P08173	CHEMBL	1132
astemizole	DB00637	CHEMBL296419	CHRM5	P08912	CHEMBL	1133
astemizole	DB00637	CHEMBL296419	DRD1	P21728	CHEMBL	1812
astemizole	DB00637	CHEMBL296419	DRD2	P14416	CHEMBL	1813
astemizole	DB00637	CHEMBL296419	DRD3	P35462	CHEMBL	1814
astemizole	DB00637	CHEMBL296419	DRD4	P21917	CHEMBL	1815
astemizole	DB00637	CHEMBL296419	EGFR	P00533	CHEMBL	1956
astemizole	DB00637	CHEMBL296419	FYN	P06241	CHEMBL	2534
astemizole	DB00637	CHEMBL296419	GLRA1	P23415	CHEMBL	2741
astemizole	DB00637	CHEMBL296419	HLA-A	P04439	CHEMBL,BindingDB	3105
astemizole	DB00637	CHEMBL296419	HRH1	P35367	CHEMBL,IUPHAR,BindingDB	3269
astemizole	DB00637	CHEMBL296419	HRH2	P25021	CHEMBL	3274
astemizole	DB00637	CHEMBL296419	HRH4	Q91ZY3	BindingDB	59340
astemizole	DB00637	CHEMBL296419	HTR2A	P28223	CHEMBL	3356
astemizole	DB00637	CHEMBL296419	HTR2B	P41595	CHEMBL	3357
astemizole	DB00637	CHEMBL296419	HTR2C	P28335	CHEMBL	3358
astemizole	DB00637	CHEMBL296419	HTR6	P50406	CHEMBL	3362
astemizole	DB00637	CHEMBL296419	KCNH1	O95259	IUPHAR	3756
astemizole	DB00637	CHEMBL296419	KCNH2	Q12809	CHEMBL,IUPHAR,BindingDB	3757
astemizole	DB00637	CHEMBL296419	MC5R	P33032	CHEMBL	4161
astemizole	DB00637	CHEMBL296419	OPRD1	P41143	CHEMBL	4985
astemizole	DB00637	CHEMBL296419	OPRK1	P41145	CHEMBL	4986
astemizole	DB00637	CHEMBL296419	OPRM1	P35372	CHEMBL	4988
astemizole	DB00637	CHEMBL296419	SIGMAR1	Q99720	CHEMBL,BindingDB	10280
astemizole	DB00637	CHEMBL296419	SLC6A2	P23975	CHEMBL	6530
astemizole	DB00637	CHEMBL296419	SLC6A3	Q01959	CHEMBL	6531
astemizole	DB00637	CHEMBL296419	SLC6A4	P31645	CHEMBL	6532
astemizole	DB00637	CHEMBL296419	SSTR5	P35346	CHEMBL,BindingDB	6755
astemizole	DB00637	CHEMBL296419	TACR1	P25103	CHEMBL	6869
astemizole	DB00637	CHEMBL296419	TACR2	P21452	CHEMBL	6865
astemizole	DB00637	CHEMBL296419	TMEM97	Q5BJF2	CHEMBL	27346
atazanavir	DB01072	CHEMBL1163	SLCO1B1	SO1B1_HUMAN	TTD	10599
atazanavir	DB01072	CHEMBL1163	SLCO1B3	SO1B3_HUMAN	TTD	28234
atazanavir	DB01072	CHEMBL1163	SLCO2B1	SO2B1_HUMAN	TTD,BindingDB	11309
atenolol	DB00335	CHEMBL24	ADRA1A	P35348	CHEMBL	148
atenolol	DB00335	CHEMBL24	ADRB1	P08588	CHEMBL,TTD,IUPHAR,BindingDB	153
atenolol	DB00335	CHEMBL24	ADRB2	P07550	CHEMBL,TTD,IUPHAR,BindingDB	154
atogepant	DB16098	CHEMBL3991065	RAMP1	O60894	CHEMBL	10267
atomoxetine	DB00289	CHEMBL641	CYP2D6	CP2D6_HUMAN	TTD	1565
atomoxetine	DB00289	CHEMBL641	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
atomoxetine	DB00289	CHEMBL641	OPRL1	OPRX_HUMAN	TTD	4987
atomoxetine	DB00289	CHEMBL641	SLC6A2	P23975	CHEMBL,TTD,IUPHAR	6530
atomoxetine	DB00289	CHEMBL641	SLC6A3	Q01959	CHEMBL,TTD,IUPHAR,BindingDB	6531
atomoxetine	DB00289	CHEMBL641	SLC6A4	P31645	CHEMBL,TTD,IUPHAR,BindingDB	6532
atorvastatin	DB01076	CHEMBL1487	CYP3A4	P08684	CHEMBL,TTD	1576
atorvastatin	DB01076	CHEMBL1487	HMGCR	P04035	CHEMBL,TTD,IUPHAR	3156
atorvastatin	DB01076	CHEMBL1487	SLCO1B1	SO1B1_HUMAN	TTD	10599
atosiban	DB09059	CHEMBL382301	AVPR1A	P37288	CHEMBL,TTD,IUPHAR	552
atosiban	DB09059	CHEMBL382301	AVPR1B	P47901	CHEMBL,TTD,IUPHAR	553
atosiban	DB09059	CHEMBL382301	AVPR2	P30518	CHEMBL,TTD,IUPHAR	554
atosiban	DB09059	CHEMBL382301	OXTR	P30559	CHEMBL,TTD,IUPHAR	5021
atovaquone	DB01117	CHEMBL1450	DHODH	Q02127	CHEMBL	1723
atracurium	DB13295	CHEMBL1360	CHRNA1	P02708	IUPHAR	1134
atracurium	DB13295	CHEMBL1360	CHRNA3	P32297	IUPHAR	1136
atracurium	DB13295	CHEMBL1360	CHRNA4	P43681	IUPHAR	1137
atracurium	DB13295	CHEMBL1360	CHRNA7	P36544	IUPHAR	1139
atropine	DB00572	CHEMBL517712	ADRA1D	P25100	CHEMBL	146
atropine	DB00572	CHEMBL517712	CHRM1	P11229	CHEMBL,TTD,IUPHAR	1128
atropine	DB00572	CHEMBL517712	CHRM2	P08172	CHEMBL,TTD,IUPHAR	1129
atropine	DB00572	CHEMBL517712	CHRM3	P20309	CHEMBL,TTD,IUPHAR,BindingDB	1131
atropine	DB00572	CHEMBL517712	CHRM4	P08173	CHEMBL,TTD,IUPHAR	1132
atropine	DB00572	CHEMBL517712	CHRM5	P08912	CHEMBL,TTD,IUPHAR,BindingDB	1133
atropine	DB00572	CHEMBL517712	HTR2C	P28335	CHEMBL	3358
auranofin	DB00995	CHEMBL1366	ADORA3	P0DMS8	CHEMBL	140
auranofin	DB00995	CHEMBL1366	ADRA2A	P08913	CHEMBL	150
auranofin	DB00995	CHEMBL1366	ADRA2B	P18089	CHEMBL	151
auranofin	DB00995	CHEMBL1366	DRD3	P35462	CHEMBL	1814
auranofin	DB00995	CHEMBL1366	DRD4	P21917	CHEMBL	1815
auranofin	DB00995	CHEMBL1366	FYN	P06241	CHEMBL	2534
auranofin	DB00995	CHEMBL1366	NR3C1	P04150	CHEMBL	2908
auranofin	DB00995	CHEMBL1366	TRPA1	O75762	IUPHAR	8989
avacopan	DB15011	CHEMBL3989871	C5AR1	P21730	IUPHAR	728
avanafil	DB06237	CHEMBL1963681	PDE4B	Q07343	BindingDB	5142
avanafil	DB06237	CHEMBL1963681	PDE5A	O76074	CHEMBL,TTD	8654
avapritinib	DB15233	CHEMBL4204794	KIT	P10721	IUPHAR	3815
axitinib	DB06626	CHEMBL1289926	AAK1	Q2M2I8	CHEMBL	22848
axitinib	DB06626	CHEMBL1289926	ABL1	P00519	CHEMBL,TTD	25
axitinib	DB06626	CHEMBL1289926	ABL2	P42684	CHEMBL	27
axitinib	DB06626	CHEMBL1289926	ACVR2B	Q13705	CHEMBL	93
axitinib	DB06626	CHEMBL1289926	ANKK1	Q8NFD2	CHEMBL	255239
axitinib	DB06626	CHEMBL1289926	AURKA	O14965	CHEMBL	6790
axitinib	DB06626	CHEMBL1289926	AURKB	Q96GD4	CHEMBL	9212
axitinib	DB06626	CHEMBL1289926	AURKC	Q9UQB9	CHEMBL	6795
axitinib	DB06626	CHEMBL1289926	AXL	P30530	CHEMBL	558
axitinib	DB06626	CHEMBL1289926	BLK	P51451	CHEMBL	640
axitinib	DB06626	CHEMBL1289926	BMP2K	Q9NSY1	CHEMBL	55589
axitinib	DB06626	CHEMBL1289926	BMPR1B	O00238	CHEMBL	658
axitinib	DB06626	CHEMBL1289926	CAMKK1	Q8N5S9	CHEMBL	84254
axitinib	DB06626	CHEMBL1289926	CAMKK2	Q96RR4	CHEMBL	10645
axitinib	DB06626	CHEMBL1289926	CDC42BPB	Q9Y5S2	CHEMBL	9578
axitinib	DB06626	CHEMBL1289926	CDK16	Q00536	CHEMBL	5127
axitinib	DB06626	CHEMBL1289926	CDKL2	Q92772	CHEMBL	8999
axitinib	DB06626	CHEMBL1289926	CHEK1	O14757	CHEMBL	1111
axitinib	DB06626	CHEMBL1289926	CSF1R	P07333	CHEMBL	1436
axitinib	DB06626	CHEMBL1289926	CSK	P41240	CHEMBL	1445
axitinib	DB06626	CHEMBL1289926	CSNK2A2	P19784	CHEMBL	1459
axitinib	DB06626	CHEMBL1289926	DDR1	Q08345	CHEMBL	780
axitinib	DB06626	CHEMBL1289926	DDR2	Q16832	CHEMBL	4921
axitinib	DB06626	CHEMBL1289926	EGFR	P00533	CHEMBL	1956
axitinib	DB06626	CHEMBL1289926	EIF2AK2	P19525	CHEMBL	5610
axitinib	DB06626	CHEMBL1289926	EPHB6	O15197	CHEMBL	2051
axitinib	DB06626	CHEMBL1289926	FGFR1	P11362	CHEMBL	2260
axitinib	DB06626	CHEMBL1289926	FGFR2	P21802	CHEMBL	2263
axitinib	DB06626	CHEMBL1289926	FGFR3	P22607	CHEMBL	2261
axitinib	DB06626	CHEMBL1289926	FGR	P09769	CHEMBL	2268
axitinib	DB06626	CHEMBL1289926	FLT1	P17948	CHEMBL,TTD	2321
axitinib	DB06626	CHEMBL1289926	FLT3	P36888	CHEMBL	2322
axitinib	DB06626	CHEMBL1289926	FLT4	P35916	CHEMBL,TTD	2324
axitinib	DB06626	CHEMBL1289926	GAK	O14976	CHEMBL	2580
axitinib	DB06626	CHEMBL1289926	GRK4	P32298	CHEMBL	2868
axitinib	DB06626	CHEMBL1289926	HUNK	P57058	CHEMBL	30811
axitinib	DB06626	CHEMBL1289926	IRAK1	P51617	CHEMBL	3654
axitinib	DB06626	CHEMBL1289926	ITK	Q08881	CHEMBL	3702
axitinib	DB06626	CHEMBL1289926	JAK2	O60674	CHEMBL	3717
axitinib	DB06626	CHEMBL1289926	JAK3	P52333	CHEMBL	3718
axitinib	DB06626	CHEMBL1289926	KDR	P35968	CHEMBL,TTD,IUPHAR	3791
axitinib	DB06626	CHEMBL1289926	KIT	P10721	CHEMBL	3815
axitinib	DB06626	CHEMBL1289926	LCK	P06239	CHEMBL	3932
axitinib	DB06626	CHEMBL1289926	LRRK2	Q5S007	CHEMBL	120892
axitinib	DB06626	CHEMBL1289926	MAP2K1	Q02750	CHEMBL	5604
axitinib	DB06626	CHEMBL1289926	MAP2K2	P36507	CHEMBL	5605
axitinib	DB06626	CHEMBL1289926	MAP2K5	Q13163	CHEMBL	5607
axitinib	DB06626	CHEMBL1289926	MAP3K12	Q12852	CHEMBL	7786
axitinib	DB06626	CHEMBL1289926	MAP3K19	Q56UN5	CHEMBL	80122
axitinib	DB06626	CHEMBL1289926	MAP3K20	Q9NYL2	CHEMBL	51776
axitinib	DB06626	CHEMBL1289926	MAP3K3	Q99759	CHEMBL	4215
axitinib	DB06626	CHEMBL1289926	MAP3K4	Q9Y6R4	CHEMBL	4216
axitinib	DB06626	CHEMBL1289926	MAP3K9	P80192	CHEMBL	4293
axitinib	DB06626	CHEMBL1289926	MAP4K1	Q92918	CHEMBL	11184
axitinib	DB06626	CHEMBL1289926	MAP4K2	Q12851	CHEMBL	5871
axitinib	DB06626	CHEMBL1289926	MAP4K3	Q8IVH8	CHEMBL	8491
axitinib	DB06626	CHEMBL1289926	MAP4K4	O95819	CHEMBL	9448
axitinib	DB06626	CHEMBL1289926	MAP4K5	Q9Y4K4	CHEMBL	11183
axitinib	DB06626	CHEMBL1289926	MAPK10	P53779	CHEMBL	5602
axitinib	DB06626	CHEMBL1289926	MAPK8	P45983	CHEMBL	5599
axitinib	DB06626	CHEMBL1289926	MERTK	Q12866	CHEMBL	10461
axitinib	DB06626	CHEMBL1289926	MET	P08581	CHEMBL	4233
axitinib	DB06626	CHEMBL1289926	MINK1	Q8N4C8	CHEMBL	50488
axitinib	DB06626	CHEMBL1289926	MYLK2	Q9H1R3	CHEMBL	85366
axitinib	DB06626	CHEMBL1289926	MYLK3	Q32MK0	CHEMBL	91807
axitinib	DB06626	CHEMBL1289926	MYO3A	Q8NEV4	CHEMBL	53904
axitinib	DB06626	CHEMBL1289926	NTRK1	P04629	CHEMBL	4914
axitinib	DB06626	CHEMBL1289926	NUAK2	Q9H093	CHEMBL	81788
axitinib	DB06626	CHEMBL1289926	PAK4	O96013	CHEMBL	10298
axitinib	DB06626	CHEMBL1289926	PDGFRA	P16234	CHEMBL	5156
axitinib	DB06626	CHEMBL1289926	PDGFRB	P09619	CHEMBL	5159
axitinib	DB06626	CHEMBL1289926	PKN2	Q16513	CHEMBL	5586
axitinib	DB06626	CHEMBL1289926	PLK1	PLK1_HUMAN	TTD	5347
axitinib	DB06626	CHEMBL1289926	PLK2	PLK2_HUMAN	TTD	10769
axitinib	DB06626	CHEMBL1289926	PLK4	O00444	CHEMBL,TTD,IUPHAR	10733
